Time_Sync,Dsc_DireP1,Dsc_DireP2,Dsc_DireP3,Dsc_DireP4,Dsc_DireP5,Dsc_RadiantP1,Dsc_RadiantP2,Dsc_RadiantP3,Dsc_RadiantP4,Dsc_RadiantP5
0,30.66009822011663,25.83635247755688,41.45146450389353,24.737194831082554,41.99561858429946,27.76414596044695,31.806466287550855,24.463351110825958,25.657325996727156,22.310482917464398
1,30.84575949113075,25.741993664476666,41.65793172548475,24.6988745825602,42.14910359647912,26.11934476739564,31.281130689449068,24.184942751548284,25.09830900235221,22.028442676167497
2,31.048793767246067,25.68472285069636,41.97088295613207,24.6988745825602,42.31629136479142,25.620832406995657,31.889954813053077,25.804305954373522,25.4570645107663,22.5235114694761
3,31.906441623792816,27.342205413519245,41.457725476224304,25.29425375009199,43.004399655241,24.847033507890792,31.5214160551136,26.97114260025873,26.206871572421374,22.52813951252925
4,32.555125410446045,28.547192357327965,42.00503388921784,25.887113170097216,43.515151805384804,24.375403649173023,31.187682752625204,28.176389204682806,27.237474818730497,22.54347957146833
5,33.36405811913816,29.76112797730736,42.92846872333677,26.59920270000479,44.16268245021143,24.19724726774873,31.008758412790232,30.28833721279604,28.537608409644694,22.822218221847702
6,33.721643926369595,30.2989449284237,43.87273766707142,27.02231880880519,44.374478578494895,23.223945272660714,30.008393286574183,30.850604026402937,27.516469509806363,22.390409266744307
7,34.47477964328688,31.536248853601002,45.277215147998675,27.866944260479883,44.90888698474978,22.73878060300069,29.22790164643859,31.953481197646944,26.396203134178027,22.29154140714661
8,35.116076436946535,32.82769728623151,46.35469309526391,28.64766619436466,45.35615038225248,21.97303156379955,28.487888690139464,32.585905773283926,25.688669331728534,21.922454430166944
9,35.77436742479816,33.97055230201438,46.43009208903178,29.500292669279283,45.84072846893611,21.107871491150718,27.61902844121795,33.272081962641636,24.71536733664052,21.639028800709323
10,36.65012048942244,35.37824993174016,48.11182648648135,30.53061586417676,46.49767147507779,20.44746901454721,26.347040303619146,34.08279997491887,24.716240275539114,21.366125624822693
11,37.38426381074941,36.810751135750515,49.35174470603039,31.424499837486607,47.043290597869934,20.393442625750545,25.933581053521863,35.67061845222055,24.914174743834618,22.589193869909973
12,38.15332872902694,38.05045351424034,50.39059142372368,32.35779025992977,47.576546469967745,20.81527244607049,25.526305746845818,37.40549351292892,26.55042255599574,23.694047658003473
13,38.75144403553584,39.528682857068894,51.15516957095389,33.10192919471826,48.02118307746945,20.795175860733526,24.693605527663536,38.27528554573509,27.727693967673996,24.042724431761243
14,39.175831399488,41.04159418104849,51.38852138176744,33.65485155589377,48.32343286550784,21.365842908854653,24.839580951532465,40.233049708485446,29.386092380444268,25.746809528463352
15,39.36596368547209,41.900662987756945,51.6424266785585,33.97276119417417,48.42055445116075,21.51561397051223,24.590553171698616,41.969801222054336,29.688131361004714,25.967825363084657
16,39.76730191451299,43.69413193156358,52.17154546470544,34.61747403121667,48.63885354273703,23.026193590057307,25.16387740014888,44.27451854838979,31.269554231848282,28.2389380426592
17,40.26125945130673,45.16494586881507,52.22994152048722,35.08373056583245,49.091057352797215,22.743127408011837,24.208748367522695,46.05247819071825,31.620264199071464,28.03950908100755
18,40.75565707729701,46.67124783793301,52.31679886062232,35.55360500917489,49.54622991244734,22.92382259160565,23.745974801649584,48.724095109970335,32.56966818282516,28.2113656199393
19,41.21726407286329,48.40479099029633,52.673176881563755,36.108556425017234,49.90683663246059,23.366425471231707,23.530039529219753,51.25549752080254,33.852939429238155,28.405274520071828
20,42.17142566875723,50.40218864752246,53.073066086893995,36.67278850356088,50.506434034576785,23.53376650335949,23.43307604708921,52.79749085436708,34.21992428298566,28.53849664236095
