Time_Sync,Dsc_DireP1,Dsc_DireP2,Dsc_DireP3,Dsc_DireP4,Dsc_DireP5,Dsc_RadiantP1,Dsc_RadiantP2,Dsc_RadiantP3,Dsc_RadiantP4,Dsc_RadiantP5
0,41.857220348062256,52.34806909807425,42.38796966781017,40.285905375960645,31.900023559900937,45.22564848957518,52.500336043356484,64.56515872473642,45.16253215039731,45.45404369467889
1,41.857220348062256,52.34806909807425,42.38796966781017,40.285905375960645,31.900023559900937,45.96293980119,53.50606296584241,64.45246908840386,44.96491849521264,46.160627550735626
2,43.418387274189854,54.33563245484037,42.59600468070835,39.28970339956706,32.250301165610004,47.13557459066599,52.647634095921745,64.38467086772518,44.31219478449516,47.179551817031566
3,44.43977171077949,55.921508054170864,42.37789474901704,38.31870396413919,32.40105778423422,47.434854454974854,52.894166280302514,64.02679187569376,43.75395482565749,48.11462698267461
4,45.76949713381963,57.40766046746127,42.81826201666434,37.66728569669923,32.814966521903365,48.145972804605016,53.98247373686617,63.98306049392136,44.04973409597977,49.171900043930705
5,47.5149175524953,59.85911705954965,43.61579092554985,37.18890067235422,33.48272029387378,48.24663525272073,54.736515299813036,63.80966476072142,44.21019819121447,49.97447167419527
6,49.22602171285471,62.726258858420486,43.709509123045464,36.75192785173232,33.99765421738094,49.622609583338516,55.28116298169982,64.78832933975683,44.43834934245098,51.69836218394444
7,50.360733211386,64.43506893649041,44.563924196206536,37.24332136052279,34.70202679764764,50.62322887264531,55.729734393232654,65.1686306729424,45.21534962761864,52.87309865798113
8,52.566972256205055,66.7299230855771,45.332801378767535,38.433852828359456,35.77057652813432,51.9855054768943,55.55821638057506,65.25759844768567,45.61752497462538,53.57699457571464
9,53.911027848302375,68.03092894685894,45.85433289067073,38.4996255958569,36.44174244314532,52.22267454150101,54.95335007112669,63.60292076074266,45.84292162963732,54.06248056028556
10,56.03131097112731,69.09409076735429,46.70162912609407,39.39374582862963,37.47757965026372,52.44425491924141,54.210377261616195,62.4072037556916,45.85196088255569,55.06949609128447
11,56.88330090653737,70.11215106738092,46.76591625439942,38.66675559639968,37.47870484377659,52.422744093683846,53.45262494048535,61.38023492914414,45.368178489653396,55.026572820765644
12,56.839831652312746,70.47347733928876,47.17792603994769,37.672472409788256,37.11168834323074,51.178973843917845,51.93115728052038,59.99595845444161,44.81068462034976,54.07378303513201
13,57.39724104472782,71.18419653265079,47.4699630141936,37.880455936732666,37.85333450803736,49.8566606984014,50.842664762777176,58.00163788399696,43.50245377318552,52.68083738075978
14,57.98313169203765,72.27437892571281,46.965081989521394,38.48728168128874,38.74721450020937,47.72849136562614,49.42889358657974,56.484109479212854,41.78684259524994,51.957124889078756
15,57.92508922648466,73.35937226406028,46.64496481654325,39.48619765629655,39.48561609103521,47.01698426424641,48.02357947104363,56.132380120773135,41.24702289341039,51.5785746099852
16,58.29881998122346,74.28190708690943,46.362344060887104,40.64258334468179,40.35017017574186,45.838198709167784,46.6887283652152,55.088642132750415,40.46948438149858,51.28666249481291
17,58.324553834801364,74.67174579258172,46.123039623451646,42.04816557358455,40.65646259085069,45.28666282399851,44.74325878613711,53.552788947333795,39.542848574285074,51.34289224889869
18,58.65699979424456,74.80294390879261,46.053021584752415,43.36044055116186,41.02202687568684,43.38985110148124,42.950854318180205,52.70384927466161,38.37759074451792,50.322246562505526
19,58.078391542174415,76.56011219098673,45.642515337401385,44.816767691134416,40.6091321495623,41.82084040941356,41.14881778036839,51.79722058705014,37.68311662248901,49.21103260432006
20,57.99095562525006,77.1659400509366,45.5644084221364,45.837276753139804,40.532635991815866,40.90434634472656,39.3584988902886,51.48103267094829,37.10311927758595,48.63787174275021
21,57.2243247863359,78.23028533802953,45.01081248761493,45.875148246346505,40.20758952029282,39.450175032957254,37.65467659169419,50.799280671839476,36.17719672263746,47.05051537692448
22,55.8571011572011,78.37911690508858,45.35942762231092,45.90649381644086,40.36206770466853,37.67217852979752,35.56623164729508,50.395073652415746,35.80475188000587,45.96850964132202
23,54.198190912371174,77.18370486499995,44.84714883246777,45.28133246996041,39.82472911771578,38.0608952244131,34.55700302570813,52.55766931355441,36.192973382234456,44.77461575910806
24,53.003201608731075,77.43678651677648,45.18437450216346,45.807127632389005,40.032230501949975,37.63655005758272,34.20234184136358,53.83845667767763,36.29078469294782,43.29952951376923
25,51.987016212404164,76.89089045650348,44.95628072348234,45.64616314260376,39.82685257306641,37.090210893072815,33.29392924608365,56.109513763536924,36.87863810367429,42.05151280702819
