match_id,winner,tier,radiant_avg_distance,dire_avg_distance
641876436,radiant,High,96.25686477,94.97384127
642238139,radiant,VeryHigh,75.40107887,80.56668374
642864521,dire,Normal,90.52794625,104.4652839
643015651,radiant,High,79.03983901,92.78927886
643051079,radiant,VeryHigh,91.98441911,98.21620708
643061665,radiant,Normal,103.5434187,85.7558673
643121928,dire,High,85.75538755,89.26016963
643128080,radiant,Pro,74.8682028,78.39618792
643208148,dire,Normal,76.45128158,70.17892379
643231908,radiant,Pro,69.89750275,67.43932187
643346528,radiant,Normal,88.66802039,83.01616561
643387304,dire,Normal,71.55993316,98.65444281
643438672,radiant,Normal,98.37500517,90.85727415
643470370,dire,Normal,96.30214254,93.94735616
643511051,dire,VeryHigh,81.01702411,79.07128707
643524414,dire,Normal,103.3972926,76.76283172
643538237,dire,VeryHigh,78.82457968,77.32284717
643571475,dire,Normal,85.285037,103.6965114
643618598,radiant,VeryHigh,83.47647817,71.2478532
643624058,dire,High,81.31651047,82.47333647
643627112,radiant,Normal,78.52875202,84.92125265
643651688,radiant,VeryHigh,88.3322121,90.35463589
643680312,radiant,VeryHigh,100.5379403,83.08822282
643721703,radiant,VeryHigh,83.52136734,86.54332974
643752615,dire,VeryHigh,68.04691462,79.68549843
643792570,dire,VeryHigh,83.52136734,86.54332974
643833001,dire,VeryHigh,81.03664401,86.11383486
643837106,radiant,VeryHigh,106.6511593,96.60253949
644374912,radiant,High,77.43011279,100.1431723
644561255,radiant,VeryHigh,77.53988244,92.01448332
644617314,radiant,High,79.59510102,73.56883156
644676572,dire,VeryHigh,86.3601043,91.75657838
644725431,dire,Pro,82.60678008,91.68027829
644745895,radiant,Pro,87.5437654,71.77223893
644790017,dire,Pro,83.41876768,106.457836
644837381,dire,Pro,88.93919832,75.9130838
644940512,dire,Pro,99.17626558,89.13131451
644941370,dire,High,85.13061019,84.3980104
644957827,dire,High,85.78597508,86.87228843
645037586,radiant,Pro,80.79723692,95.35588229
645047492,dire,Normal,88.411434,89.97644037
645077087,dire,Normal,78.82274608,81.77339852
645093123,radiant,High,92.90536695,74.81099403
645112787,dire,Normal,81.81413513,84.18226297
645138849,radiant,VeryHigh,91.99400347,90.45632631
645149155,dire,High,94.31361124,89.68675777
645149633,radiant,Normal,81.47051026,72.77089101
645153730,dire,High,74.40562721,82.43458163
645174955,dire,High,103.5048026,88.89116397
645181933,dire,High,74.83357073,77.79221881
645191970,dire,High,80.79378155,97.51153628
645197172,radiant,High,69.35049595,80.2605281
645199327,dire,Normal,66.20501696,83.78397062
645212603,radiant,VeryHigh,90.70962787,93.57288501
645223470,dire,VeryHigh,77.52284723,80.22138967
645228608,radiant,High,84.08102023,70.34832331
645231926,dire,High,74.22110588,78.37215498
645231935,dire,VeryHigh,82.13783068,75.28771006
645252358,dire,VeryHigh,70.36078339,73.91431845
645258275,radiant,VeryHigh,99.8601522,99.87746273
645260190,dire,High,92.60879854,92.83447323
645268274,dire,High,90.90868978,98.53066079
645274767,radiant,High,82.56020651,64.73292217
645282289,dire,High,71.4476833,96.8611141
645284166,radiant,VeryHigh,87.59786642,73.49894724
645285079,dire,VeryHigh,89.5389658,85.80166372
645312257,dire,VeryHigh,68.2696086,74.25050817
645318558,radiant,VeryHigh,86.20001195,69.00881206
645319525,radiant,VeryHigh,76.63038465,79.1787107
645347209,radiant,VeryHigh,70.71603298,82.53004878
645358352,radiant,VeryHigh,78.56892684,87.08781114
645396133,radiant,High,80.47261598,82.25456208
645867950,dire,VeryHigh,79.14193343,81.59939678
646049346,dire,VeryHigh,70.20329795,100.3325271
646298269,radiant,Pro,71.41811273,86.73419535
646416200,dire,Pro,81.56621199,82.24936556
646501704,dire,Pro,73.59386221,83.66371724
647752500,radiant,Pro,91.97133318,79.86325368
647798202,radiant,VeryHigh,74.83357073,77.79221881
647826183,dire,Pro,85.06790266,78.06012371
647868978,dire,Pro,88.5074951,91.40737511
647869043,dire,VeryHigh,67.79129088,67.6111318
648005989,dire,Pro,86.22271963,75.67564684
648148700,dire,High,78.25629271,85.92252813
648170324,radiant,High,83.80270307,74.20339441
648244534,dire,High,78.25090232,87.60869555
648246832,dire,Normal,77.8734292,83.26030268
648267400,radiant,High,79.65380402,82.25302391
648271831,dire,Normal,77.52654357,88.29304482
648283764,dire,VeryHigh,85.88401355,81.47111467
