Time_Sync,Dsc_DireP1,Dsc_DireP2,Dsc_DireP3,Dsc_DireP4,Dsc_DireP5,Dsc_RadiantP1,Dsc_RadiantP2,Dsc_RadiantP3,Dsc_RadiantP4,Dsc_RadiantP5
0,37.361864113202884,25.771781072213756,31.33201483560794,40.31456688175054,27.57848470788886,29.84021866975072,36.871432061378215,23.746070570485585,27.223782372851637,23.85573423551835
1,36.97567432186226,25.379468329143748,31.28387731506858,39.134416597212066,27.22497447830039,30.314294360648976,36.44169441619263,23.29921661233369,26.790749635668014,23.020185585895508
2,38.26296585231578,24.869745392790136,31.648322655632494,39.09126093467888,26.89193728854356,31.067495468542614,38.15883009450468,22.22582637321613,27.241965011438346,22.27457327637417
3,38.57497083175425,23.992940429280978,32.04215716780702,37.8550227709916,25.976517187389575,32.25047129412962,40.6279346688953,21.731518621917825,27.732970713235968,21.87221472829338
4,39.89546446737578,23.714996033184068,32.61345723149214,38.00076779023267,25.670738739946906,33.13508699198381,41.83252467477835,22.08667331155185,28.648859000621353,22.072830815589047
5,40.651631911664374,23.918073730754465,33.884726967812526,37.954040777585206,25.42407489547764,34.62141493087163,44.71069589120816,23.444771066338852,30.319001165794337,23.369573785527294
6,41.321736748506304,23.71489983556522,34.64103385537706,37.189970255120144,24.971177296586333,35.562354914244494,47.133655879595494,23.683759604983152,29.26250476731281,23.520029784234634
7,40.390466389363546,23.365550465537538,35.20135063203913,36.90734971460948,24.316030660950283,36.32241358159714,49.699840206389,24.472766602270333,28.447171502141618,24.00731083752361
8,39.2235199385954,23.42685827825413,36.219963944421686,36.29549600707468,23.91381790451767,37.554568519585416,51.83233139436929,24.236956807006763,27.84999051619338,24.451895660703773
9,38.29440037684226,23.424167971227305,36.71572450177323,35.138428338124605,23.581549240520744,38.79841797298308,54.405557818659034,24.90876206996844,26.944283343995828,24.284193278568846
10,37.379081246155884,24.078336131273833,37.7045755262941,35.01731047552533,23.72291137059251,40.09789104630101,57.04856991507552,25.085727316767645,26.495765593824153,24.77422378013813
11,36.804547066333235,24.543846209492397,38.85964850964616,35.41782887244602,24.22376292672007,41.70410813591211,59.31217996969769,25.557663299253957,26.34401068440644,25.192663803547312
12,37.64906656554086,25.497126276786766,39.827544355506475,34.678301252750856,25.079544356639115,43.19615992566693,61.51272688927449,25.76533014412688,25.679848250997825,25.74551621909079
13,35.71801869754324,25.70695357549667,40.31489780250246,34.24615509167909,24.832819350511517,44.39989893604674,64.63444051850271,25.50330094564857,25.09518094050357,25.382421065583753
14,35.97789202070834,27.19307747399369,41.09859678706729,34.14148514425337,25.399550502455423,45.471134832703065,66.56690026135459,25.511801321010402,25.476487267208086,25.492689748185633
15,36.539540008513896,28.394184762340956,41.33802727379103,33.31046889982398,25.638542709720735,46.24917854345323,68.23202597380748,26.3102353645464,26.496260761868545,26.318927073999788
16,36.574044498333755,29.805926584882982,41.03158882577196,31.853808068401566,25.48467562781765,46.52558330766563,70.00670577630561,27.21937528949946,27.242790175635736,27.172246554593027
17,36.81169356723308,31.550322029728285,40.75737957542672,30.707004735945745,25.478302231492158,46.44449404234945,71.63903919529668,27.508568512060496,27.30338635184406,27.39628413737782
18,37.18815776860008,33.602368426270445,40.542997263937536,29.74720799236603,25.459654691675304,46.27075002863608,74.38275699309074,28.166014406299666,27.531419863727994,27.829089744130474
19,38.22227337251825,35.28114534685489,40.39671306710768,28.890079749305126,25.54867745100939,46.581007529265165,76.43384571962832,29.310726922889646,28.379373905738703,28.970445473127125
20,38.4281258685626,37.26781818922564,39.677220246496795,27.946244383234045,25.460233320722526,46.11222331142227,77.86809923890223,30.20282439878381,29.098330930507935,29.828772336882626
21,39.38799325440817,39.57642835073212,39.5247673804563,27.07930287553741,25.43521368898328,47.61207900933576,79.74153293509423,31.25735785437148,30.022177670688173,30.547730951347763
22,39.855290443850805,40.618179657307365,38.86804188874791,26.59116030435693,25.216134576550598,47.70111551175312,82.42334440657694,33.089760509724094,31.188602925005103,32.22943396346813
23,41.12586701799454,41.696049239830984,38.36143536535404,26.846983794561798,25.52201471992029,48.072154330372285,83.7722873284815,33.970025808690295,32.25560404199974,33.499635749241115
24,41.656152680024405,42.898422121511665,37.88474740803586,26.600349296407103,25.521304792359054,46.768638866195275,83.64121610801925,34.01413673999192,32.03693475508326,33.25055825627716
25,41.69331273804123,44.109126764443126,37.17201398111313,26.600239358424815,25.78854710810505,48.14329139644849,81.98498020165967,35.17955781982351,33.0100216552949,34.895720356454866
26,43.31520246521659,44.90148659798962,36.70959233209841,26.500900549092915,25.817813249164303,47.09476391120236,80.59594623520482,35.92541983580647,33.31983484197201,34.403020453620414
27,44.508361952867205,46.01990040193884,36.45992933132593,26.997698711949575,26.698599351133176,45.60439814844046,78.2858582982358,36.18263318053554,32.71020899885815,33.7109407541534
28,42.90508514451436,45.83324365066857,35.99647395363639,26.701317866051113,26.369314134916706,43.591563668830794,77.20499218214592,35.85867556212459,32.7086139634682,33.77429061487072
29,40.67863635020072,46.09679162051208,34.87271688280718,26.396324515367983,26.178184248012276,43.4279649139864,76.00081634056897,35.50467037382952,33.815286881281565,34.374512618368726
