match_id,dire_avg1,dire_avg2,dire_avg3,dire_avg4,dire_avg5,radiant_avg1,radiant_avg2,radiant_avg3,radiant_avg4,radiant_avg5
569649581,41.15637762851813,50.154483530951325,50.40652128458467,50.437136983778124,50.485887900184814,38.61828081056681,40.62100122278903,40.6237566397314,40.62872517560927,55.04201475815654
569716737,29.20385039142811,31.32431933976492,29.438083905463056,29.448537146634315,29.452957338281905,34.05720645654962,34.96972381605129,34.97278671939961,34.97584489770936,40.486979925772545
579132234,26.824004919525716,23.09196563610574,21.6063972891187,21.611251874728776,21.61437068390726,36.245697888397814,41.56390071814,41.578366404740926,41.58853960579641,61.88774324891365
580607270,35.39691570679414,36.00036500283029,34.465380161485776,34.47894686024126,34.4921548621495,45.76991686578971,43.92796886885474,43.93072405142195,43.93385424723934,36.72343381058779
580713548,32.1984105479412,37.315605871160685,29.10497935782678,29.110074667977464,29.11303973068404,41.95260657700826,39.06742950797595,39.06854164052457,39.06997870963149,46.36631041892073
580795951,38.81259871601907,31.21664523031909,45.18979913307304,45.19248555960856,45.19503356960725,40.7228806583487,35.48495390352435,35.49087485468027,35.50095343468027,48.6497857645
588972183,36.791021458850985,41.01764535910045,38.60936585264942,38.61850588892775,38.640268742131845,57.62846938154587,42.84628070282786,42.880562457637886,42.91766296348418,46.36720924779065
589072947,29.691693962096835,32.44981911637898,36.07262021567831,36.0860095138133,36.09842519030374,34.26525662831422,42.865554733591,42.869113577003425,42.87577037767891,46.33150400333176
589157786,33.63352663803066,36.83796288822271,42.80371169275322,42.81320193948081,42.82258427139196,38.13358416162699,47.51047630870485,47.54127487029035,47.575934373521925,38.03391320148422
590348637,33.27736182225549,34.096123427608475,39.09184392244582,39.10127981158495,39.11869697196691,39.00904652799875,54.611799563662466,54.614779557226875,54.61696638640341,40.81996437203314
590436483,47.11749661051769,50.316996759954385,39.581979847558564,39.5863862299261,39.590720496062396,46.30084572451761,35.5282654999228,35.53165165712811,35.53418023940562,38.931750441008674
590518928,33.81216230325208,45.23569275752314,41.357950111874736,41.36289722012818,41.36754722360823,40.14162949319685,37.78336288081142,37.7931442283075,37.80076530934728,36.29532444702055
591705499,52.05887912623576,42.382483118304826,48.06866616423356,48.07295527381473,48.07924597932086,48.43203898600247,53.857510807674565,53.87299974883808,53.88906656853938,41.551201779356745
591798786,37.183207065468444,37.78233824653318,37.718776239124594,37.74960814716011,37.77270512677819,42.34323933636015,51.0588601203399,51.08456574841155,51.11257468457107,37.6971184028829
591890072,43.940472311745225,34.46831153063883,35.55660212819804,35.5619212810468,35.56797838799007,46.00155926331059,32.680776746326735,32.69008521500934,32.69670932879185,33.674004964288414
593051940,39.93128661583539,50.3444494108004,47.74468493662954,47.751260319573355,47.760823347532884,37.729061358687964,50.25568826461444,50.26077363595794,50.26636739658379,45.80424420714147
593144800,49.062934552219986,52.96251628320502,40.40199365896172,40.42939821539134,40.45861769824927,38.072132671041054,39.47085673314718,39.478196543748325,39.480992100318595,43.76799553682434
599472634,42.72793018520221,56.417440306946794,44.71968521095351,44.72322142401853,44.72687649271448,29.14071505446767,30.63867232307664,30.656245255913284,30.662369491345157,38.797581632077254
599569853,36.8486367565874,59.575085570857446,47.28548516730875,47.288520221762155,47.2930566647412,39.68625915440988,44.63738304822863,44.64322263260768,44.64754565411736,61.43234710044415
599633031,33.278167499643764,42.578349045210736,31.531096129936234,31.533666591945043,31.536163744576392,36.87891582441828,44.79014894562166,44.793114982250685,44.79693022862887,35.68202256137737
600841581,33.85677128759875,35.195327120157266,41.062642362859584,41.06502293708758,41.06728705318418,48.86162675651982,39.946069183583816,39.948877262030045,39.951939590730476,37.60047039175521
600946678,50.58609488451964,43.07974212757226,41.47435915592942,41.47794854464827,41.48019389910663,50.990075348490485,41.431087012740115,41.43440375398328,41.439007551713466,42.29632633399795
601028596,27.141362363744225,31.582248852409094,41.2329904755228,41.24901554111912,41.27193421539327,44.833892813850575,29.36266786710581,29.369236233981148,29.373312797645475,29.026727665784684
602248335,36.95349165123041,40.883412134517236,34.92461833531694,34.93785948526335,34.95305099874821,35.80239746135673,48.34667989214023,48.36379810350803,48.386634470191666,33.98737297811589
602341542,47.11538910083129,36.025497176791205,46.228551785512536,46.236170045818895,46.25391048590823,35.96825513641217,43.48224409769489,43.50133077046262,43.51563547548898,42.63003512044201
610263617,31.139497105947914,32.16030751941438,29.621809079638098,29.62479080611075,29.628693272602902,32.41254585053657,34.27458258791755,34.27703231457547,34.27944761335658,42.23683249045357
610363820,37.307902628634984,58.18792012547133,43.71274928461886,43.716939340204355,43.7202166515614,57.372928668792326,41.50929870865061,41.517695161531044,41.53235667896655,37.044741352698956
