match_id,max_dire,max_radiant
569649581,50.437136983778124,55.04201475815654
569716737,29.448537146634315,40.486979925772545
579132234,21.611251874728776,61.88774324891365
580607270,34.47894686024126,36.72343381058779
580713548,29.110074667977464,46.36631041892073
580795951,45.19248555960856,48.6497857645
588972183,38.61850588892775,46.36720924779065
589072947,36.0860095138133,46.33150400333176
589157786,42.81320193948081,47.575934373521925
590348637,39.10127981158495,40.81996437203314
590436483,39.5863862299261,35.53418023940562
590518928,41.36289722012818,37.80076530934728
591705499,48.07295527381473,53.88906656853938
591798786,37.74960814716011,51.11257468457107
591890072,35.5619212810468,32.69670932879185
593051940,47.751260319573355,50.26636739658379
593144800,40.42939821539134,43.76799553682434
599472634,44.72322142401853,30.662369491345157
599569853,47.288520221762155,61.43234710044415
599633031,31.533666591945043,35.68202256137737
600841581,41.06502293708758,39.951939590730476
600946678,41.47794854464827,42.29632633399795
601028596,41.24901554111912,29.373312797645475
602248335,34.93785948526335,48.386634470191666
602341542,46.236170045818895,43.51563547548898
610263617,29.62479080611075,42.23683249045357
610363820,43.716939340204355,41.53235667896655
610451558,36.06426260470393,42.29167198421275
611706372,51.91762049649845,45.846135628363015
611805511,33.657881153211484,40.03965865799666
613149649,40.079151030413435,29.99746301713252
613258812,37.03691155527041,38.41777123925818
621041235,40.1951982051107,40.830482641260915
621214317,43.39848164841063,42.26939896020936
621620590,45.3380110109337,37.93096637061673
621624233,26.96822778218712,32.82769513652002
621885923,48.35474263136995,53.466011096099685
623172202,54.56638803709593,41.79657357938414
623199714,44.9838489286722,55.4151249181779
623246765,47.77974959303023,56.888521933198994
623384981,41.38477965339056,46.59868397423489
623642286,45.53525551779498,51.45655188658215
624579175,45.15479945940274,39.326778544531535
624608163,36.89988209580115,39.45026737166449
624642968,45.14971166668382,39.72095988734102
624692548,43.42731977153213,50.895973943602414
624755961,37.34664819141759,55.358085256836425
624816454,41.34271075098804,44.7300178834486
625739549,40.72304362414061,38.75521656061199
625840949,37.50374862368085,40.10628325168652
625935277,47.599181351539194,50.574068303682836
626519881,46.71131194226382,49.57470417697979
626780627,55.96873785000336,35.31769387546984
626855387,37.49104915370357,37.57329041556173
627040007,38.6369626633142,39.599317620068405
627083336,32.277514164959506,40.02057545549364
627166226,38.10343172735823,49.54980838758161
627616609,40.963344398895806,43.57688527027714
627623750,55.463082517033904,56.396603162436115
627677789,58.07372846590458,50.93034805491149
627832188,44.04224233109847,50.98109860447926
627845961,69.73784284265368,53.43551167734832
628111860,37.82938520221432,38.490998954335645
628172689,39.931983211832964,59.2110413859848
